Time (days),Cs-137,Sr-90,Y-90,Radiation,Shielded Radiation
1339.0,904,459,0,0.0,0.0
1340.0,904,459,0,0.0,0.0
1341.0,904,459,0,0.0,0.0
1342.0,904,459,0,0.0,0.0
1343.0,904,459,0,0.0,0.0
1344.0,904,459,0,0.0,0.0
1345.0,904,459,0,0.0,0.0
1346.0,904,459,0,0.0,0.0
1347.0,904,459,0,0.0,0.0
1348.0,904,459,0,0.0,0.0
1349.0,904,459,0,0.0,0.0
1350.0,904,459,0,0.0,0.0
1351.0,904,459,0,0.0,0.0
1352.0,904,459,0,0.0,0.0
1353.0,904,459,0,0.0,0.0
1354.0,904,459,0,0.0,0.0
1355.0,904,459,0,0.0,0.0
1356.0,904,459,0,0.0,0.0
1357.0,904,459,0,0.0,0.0
1358.0,904,459,0,0.0,0.0
1359.0,904,459,0,0.0,0.0
1360.0,904,459,0,0.0,0.0
1361.0,904,459,0,0.0,0.0
1362.0,904,459,0,0.0,0.0
1363.0,904,459,0,0.0,0.0
1364.0,904,459,0,0.0,0.0
1365.0,904,459,0,0.0,0.0
1366.0,904,459,0,0.0,0.0
1367.0,904,459,0,0.0,0.0
1368.0,904,459,0,0.0,0.0
1369.0,904,459,0,0.0,0.0
1370.0,904,459,0,0.0,0.0
1371.0,904,459,0,0.0,0.0
1372.0,904,459,0,0.0,0.0
1373.0,904,459,0,0.0,0.0
1374.0,904,459,0,0.0,0.0
1375.0,904,459,0,0.0,0.0
1376.0,904,459,0,0.0,0.0
1377.0,904,459,0,0.0,0.0
1378.0,904,459,0,0.0,0.0
1379.0,904,459,0,0.0,0.0
1380.0,904,459,0,0.0,0.0
1381.0,904,459,0,0.0,0.0
1382.0,904,459,0,0.0,0.0
1383.0,904,459,0,0.0,0.0
1384.0,904,459,0,0.0,0.0
1385.0,904,459,0,0.0,0.0
1386.0,904,459,0,0.0,0.0
1387.0,904,459,0,0.0,0.0
1388.0,904,459,0,0.0,0.0
1389.0,904,459,0,0.0,0.0
1390.0,904,459,0,0.0,0.0
1391.0,904,459,0,0.0,0.0
1392.0,904,459,0,0.0,0.0
1393.0,904,459,0,0.0,0.0
1394.0,904,459,0,0.0,0.0
1395.0,904,459,0,0.0,0.0
1396.0,904,459,0,0.0,0.0
1397.0,904,459,0,0.0,0.0
1398.0,903,459,0,6.0,1.8071652714732127
1399.0,903,459,0,0.5,0.15059710595610107
1400.0,903,459,0,0.0,0.0
1401.0,902,459,0,6.0,1.8071652714732127
1402.0,902,459,0,0.5,0.15059710595610107
1403.0,902,459,0,0.0,0.0
1404.0,902,459,0,0.0,0.0
1405.0,902,459,0,0.0,0.0
1406.0,902,459,0,0.0,0.0
1407.0,902,459,0,0.0,0.0
1408.0,902,459,0,0.0,0.0
1409.0,902,459,0,0.0,0.0
1410.0,902,459,0,0.0,0.0
1411.0,902,459,0,0.0,0.0
1412.0,902,459,0,0.0,0.0
1413.0,902,459,0,0.0,0.0
1414.0,902,459,0,0.0,0.0
1415.0,902,458,1,5.0,1.5059710595610107
1416.0,902,458,1,0.0,0.0
1417.0,902,458,1,0.0,0.0
1418.0,902,458,0,7.0,2.108359483385415
1419.0,902,458,0,0.0,0.0
1420.0,902,458,0,0.0,0.0
1421.0,902,458,0,0.0,0.0
1422.0,902,458,0,0.0,0.0
1423.0,902,458,0,0.0,0.0
1424.0,902,458,0,0.0,0.0
1425.0,902,458,0,0.0,0.0
1426.0,902,458,0,0.0,0.0
1427.0,902,458,0,0.0,0.0
1428.0,902,458,0,0.0,0.0
1429.0,902,458,0,0.0,0.0
1430.0,902,458,0,0.0,0.0
1431.0,901,458,0,6.0,1.8071652714732127
1432.0,901,458,0,0.5,0.15059710595610107
1433.0,901,458,0,0.0,0.0
1434.0,901,458,0,0.0,0.0
1435.0,901,458,0,0.0,0.0
1436.0,901,458,0,0.0,0.0
1437.0,901,458,0,0.0,0.0
1438.0,901,458,0,0.0,0.0
1439.0,901,458,0,0.0,0.0
1440.0,901,458,0,0.0,0.0
1441.0,901,458,0,0.0,0.0
1442.0,901,458,0,0.0,0.0
1443.0,901,458,0,0.0,0.0
1444.0,901,458,0,0.0,0.0
1445.0,901,458,0,0.0,0.0
1446.0,901,458,0,0.0,0.0
1447.0,901,458,0,0.0,0.0
1448.0,901,458,0,0.0,0.0
1449.0,901,458,0,0.0,0.0
1450.0,901,458,0,0.0,0.0
1451.0,901,458,0,0.0,0.0
1452.0,901,458,0,0.0,0.0
1453.0,901,458,0,0.0,0.0
1454.0,901,458,0,0.0,0.0
1455.0,901,458,0,0.0,0.0
1456.0,901,458,0,0.0,0.0
1457.0,901,458,0,0.0,0.0
1458.0,901,458,0,0.0,0.0
1459.0,901,458,0,0.0,0.0
1460.0,901,458,0,0.0,0.0
1461.0,901,458,0,0.0,0.0
1462.0,901,458,0,0.0,0.0
1463.0,900,458,0,6.0,1.8071652714732127
1464.0,900,458,0,0.5,0.15059710595610107
1465.0,900,458,0,0.0,0.0
1466.0,900,458,0,0.0,0.0
1467.0,900,458,0,0.0,0.0
1468.0,900,458,0,0.0,0.0
1469.0,900,458,0,0.0,0.0
1470.0,900,458,0,0.0,0.0
1471.0,900,457,1,5.0,1.5059710595610107
1472.0,900,457,1,0.0,0.0
1473.0,900,457,0,7.0,2.108359483385415
1474.0,900,457,0,0.0,0.0
1475.0,900,457,0,0.0,0.0
1476.0,900,457,0,0.0,0.0
1477.0,900,457,0,0.0,0.0
1478.0,899,457,0,6.0,1.8071652714732127
1479.0,899,457,0,0.5,0.15059710595610107
1480.0,899,457,0,0.0,0.0
1481.0,899,457,0,0.0,0.0
1482.0,899,457,0,0.0,0.0
1483.0,899,456,1,5.0,1.5059710595610107
1484.0,899,456,1,0.0,0.0
1485.0,899,456,0,7.0,2.108359483385415
1486.0,899,456,0,0.0,0.0
1487.0,898,456,0,6.0,1.8071652714732127
1488.0,898,456,0,0.5,0.15059710595610107
1489.0,898,456,0,0.0,0.0
1490.0,898,456,0,0.0,0.0
1491.0,898,456,0,0.0,0.0
1492.0,898,456,0,0.0,0.0
1493.0,898,456,0,0.0,0.0
1494.0,898,456,0,0.0,0.0
1495.0,898,456,0,0.0,0.0
1496.0,898,456,0,0.0,0.0
1497.0,898,456,0,0.0,0.0
1498.0,898,456,0,0.0,0.0
1499.0,898,456,0,0.0,0.0
1500.0,898,456,0,0.0,0.0
1501.0,898,456,0,0.0,0.0
1502.0,898,456,0,0.0,0.0
1503.0,898,456,0,0.0,0.0
1504.0,898,456,0,0.0,0.0
1505.0,898,456,0,0.0,0.0
1506.0,898,456,0,0.0,0.0
1507.0,898,456,0,0.0,0.0
1508.0,898,456,0,0.0,0.0
1509.0,898,456,0,0.0,0.0
1510.0,898,456,0,0.0,0.0
1511.0,898,456,0,0.0,0.0
1512.0,898,456,0,0.0,0.0
1513.0,898,456,0,0.0,0.0
1514.0,898,456,0,0.0,0.0
1515.0,898,456,0,0.0,0.0
1516.0,898,456,0,0.0,0.0
1517.0,898,456,0,0.0,0.0
1518.0,898,456,0,0.0,0.0
1519.0,898,456,0,0.0,0.0
1520.0,898,456,0,0.0,0.0
1521.0,898,456,0,0.0,0.0
1522.0,898,456,0,0.0,0.0
1523.0,898,456,0,0.0,0.0
1524.0,898,456,0,0.0,0.0
1525.0,897,456,0,6.0,1.8071652714732127
1526.0,897,456,0,0.5,0.15059710595610107
1527.0,896,456,0,6.0,1.8071652714732127
1528.0,896,456,0,0.5,0.15059710595610107
1529.0,896,456,0,0.0,0.0
1530.0,896,456,0,0.0,0.0
1531.0,896,456,0,0.0,0.0
1532.0,896,456,0,0.0,0.0
1533.0,896,456,0,0.0,0.0
1534.0,896,456,0,0.0,0.0
1535.0,896,456,0,0.0,0.0
1536.0,896,456,0,0.0,0.0
1537.0,896,456,0,0.0,0.0
1538.0,896,456,0,0.0,0.0
1539.0,896,456,0,0.0,0.0
1540.0,896,456,0,0.0,0.0
1541.0,896,456,0,0.0,0.0
1542.0,896,456,0,0.0,0.0
1543.0,896,456,0,0.0,0.0
1544.0,896,456,0,0.0,0.0
1545.0,896,456,0,0.0,0.0
1546.0,896,456,0,0.0,0.0
1547.0,896,456,0,0.0,0.0
1548.0,896,456,0,0.0,0.0
1549.0,895,456,0,6.0,1.8071652714732127
1550.0,895,456,0,0.5,0.15059710595610107
1551.0,895,456,0,0.0,0.0
1552.0,895,456,0,0.0,0.0
1553.0,895,456,0,0.0,0.0
1554.0,895,456,0,0.0,0.0
1555.0,895,456,0,0.0,0.0
1556.0,895,456,0,0.0,0.0
1557.0,894,456,0,6.0,1.8071652714732127
1558.0,894,455,1,5.5,1.6565681655171118
1559.0,894,455,1,0.0,0.0
1560.0,894,455,1,0.0,0.0
1561.0,894,455,1,0.0,0.0
1562.0,894,455,1,0.0,0.0
1563.0,893,455,1,6.0,1.8071652714732127
1564.0,893,455,1,0.5,0.15059710595610107
1565.0,893,455,1,0.0,0.0
1566.0,893,455,1,0.0,0.0
1567.0,893,455,1,0.0,0.0
1568.0,893,455,1,0.0,0.0
1569.0,893,455,1,0.0,0.0
1570.0,893,455,0,7.0,2.108359483385415
1571.0,893,455,0,0.0,0.0
1572.0,893,455,0,0.0,0.0
1573.0,893,455,0,0.0,0.0
1574.0,893,455,0,0.0,0.0
1575.0,893,455,0,0.0,0.0
1576.0,892,455,0,6.0,1.8071652714732127
1577.0,892,455,0,0.5,0.15059710595610107
1578.0,891,455,0,6.0,1.8071652714732127
1579.0,891,455,0,0.5,0.15059710595610107
1580.0,891,455,0,0.0,0.0
1581.0,890,455,0,6.0,1.8071652714732127
1582.0,890,455,0,0.5,0.15059710595610107
1583.0,890,455,0,0.0,0.0
1584.0,890,455,0,0.0,0.0
1585.0,890,455,0,0.0,0.0
1586.0,890,455,0,0.0,0.0
1587.0,890,455,0,0.0,0.0
1588.0,890,455,0,0.0,0.0
1589.0,890,455,0,0.0,0.0
1590.0,890,455,0,0.0,0.0
1591.0,890,455,0,0.0,0.0
1592.0,890,455,0,0.0,0.0
1593.0,890,455,0,0.0,0.0
1594.0,890,455,0,0.0,0.0
1595.0,890,455,0,0.0,0.0
1596.0,890,455,0,0.0,0.0
1597.0,890,455,0,0.0,0.0
1598.0,890,455,0,0.0,0.0
1599.0,890,455,0,0.0,0.0
1600.0,890,455,0,0.0,0.0
1601.0,890,455,0,0.0,0.0
1602.0,890,455,0,0.0,0.0
1603.0,890,455,0,0.0,0.0
1604.0,890,455,0,0.0,0.0
1605.0,890,455,0,0.0,0.0
1606.0,890,455,0,0.0,0.0
1607.0,890,455,0,0.0,0.0
1608.0,890,455,0,0.0,0.0
1609.0,890,455,0,0.0,0.0
1610.0,890,455,0,0.0,0.0
1611.0,889,455,0,6.0,1.8071652714732127
1612.0,889,455,0,0.5,0.15059710595610107
1613.0,889,455,0,0.0,0.0
1614.0,889,455,0,0.0,0.0
1615.0,889,455,0,0.0,0.0
1616.0,889,455,0,0.0,0.0
1617.0,889,455,0,0.0,0.0
1618.0,889,455,0,0.0,0.0
1619.0,889,455,0,0.0,0.0
1620.0,889,455,0,0.0,0.0
1621.0,889,455,0,0.0,0.0
1622.0,889,455,0,0.0,0.0
1623.0,889,455,0,0.0,0.0
1624.0,889,455,0,0.0,0.0
1625.0,889,455,0,0.0,0.0
1626.0,889,455,0,0.0,0.0
1627.0,889,455,0,0.0,0.0
1628.0,889,455,0,0.0,0.0
1629.0,889,455,0,0.0,0.0
1630.0,889,455,0,0.0,0.0
1631.0,889,455,0,0.0,0.0
1632.0,889,455,0,0.0,0.0
1633.0,889,454,1,5.0,1.5059710595610107
1634.0,888,454,1,6.0,1.8071652714732127
1635.0,888,454,1,0.5,0.15059710595610107
1636.0,888,454,1,0.0,0.0
1637.0,888,454,1,0.0,0.0
1638.0,888,454,1,0.0,0.0
1639.0,887,454,1,6.0,1.8071652714732127
1640.0,887,454,0,7.5,2.258956589341516
1641.0,887,454,0,0.0,0.0
1642.0,887,454,0,0.0,0.0
1643.0,887,454,0,0.0,0.0
1644.0,887,454,0,0.0,0.0
1645.0,887,454,0,0.0,0.0
1646.0,887,454,0,0.0,0.0
1647.0,887,454,0,0.0,0.0
1648.0,887,454,0,0.0,0.0
1649.0,886,454,0,6.0,1.8071652714732127
1650.0,886,454,0,0.5,0.15059710595610107
1651.0,886,454,0,0.0,0.0
1652.0,886,454,0,0.0,0.0
1653.0,886,454,0,0.0,0.0
1654.0,886,454,0,0.0,0.0
1655.0,886,454,0,0.0,0.0
1656.0,886,454,0,0.0,0.0
1657.0,886,454,0,0.0,0.0
1658.0,886,454,0,0.0,0.0
1659.0,886,454,0,0.0,0.0
1660.0,885,454,0,6.0,1.8071652714732127
1661.0,885,454,0,0.5,0.15059710595610107
1662.0,885,454,0,0.0,0.0
1663.0,885,454,0,0.0,0.0
1664.0,885,454,0,0.0,0.0
1665.0,885,454,0,0.0,0.0
1666.0,885,454,0,0.0,0.0
1667.0,885,454,0,0.0,0.0
1668.0,885,454,0,0.0,0.0
1669.0,885,454,0,0.0,0.0
1670.0,885,454,0,0.0,0.0
1671.0,885,454,0,0.0,0.0
1672.0,885,454,0,0.0,0.0
1673.0,885,454,0,0.0,0.0
1674.0,885,454,0,0.0,0.0
1675.0,885,454,0,0.0,0.0
1676.0,885,454,0,0.0,0.0
1677.0,885,454,0,0.0,0.0
1678.0,885,454,0,0.0,0.0
1679.0,885,454,0,0.0,0.0
1680.0,885,454,0,0.0,0.0
1681.0,885,454,0,0.0,0.0
1682.0,885,454,0,0.0,0.0
1683.0,885,454,0,0.0,0.0
1684.0,885,454,0,0.0,0.0
1685.0,885,454,0,0.0,0.0
1686.0,885,454,0,0.0,0.0
1687.0,885,454,0,0.0,0.0
1688.0,885,454,0,0.0,0.0
1689.0,885,453,1,5.0,1.5059710595610107
1690.0,885,453,1,0.0,0.0
1691.0,884,453,1,6.0,1.8071652714732127
1692.0,884,453,0,7.5,2.258956589341516
1693.0,884,453,0,0.0,0.0
1694.0,884,453,0,0.0,0.0
1695.0,884,453,0,0.0,0.0
1696.0,884,453,0,0.0,0.0
1697.0,884,453,0,0.0,0.0
1698.0,884,453,0,0.0,0.0
1699.0,884,453,0,0.0,0.0
1700.0,884,452,1,5.0,1.5059710595610107
1701.0,884,452,1,0.0,0.0
1702.0,884,452,1,0.0,0.0
1703.0,884,452,1,0.0,0.0
1704.0,884,452,1,0.0,0.0
1705.0,884,452,1,0.0,0.0
1706.0,884,452,1,0.0,0.0
1707.0,884,452,1,0.0,0.0
1708.0,884,452,1,0.0,0.0
1709.0,884,452,1,0.0,0.0
1710.0,884,452,1,0.0,0.0
1711.0,884,452,1,0.0,0.0
1712.0,884,452,1,0.0,0.0
1713.0,884,452,1,0.0,0.0
1714.0,884,452,1,0.0,0.0
1715.0,884,452,1,0.0,0.0
1716.0,884,452,1,0.0,0.0
1717.0,884,452,1,0.0,0.0
1718.0,884,452,1,0.0,0.0
1719.0,884,452,1,0.0,0.0
1720.0,883,452,1,6.0,1.8071652714732127
1721.0,883,452,1,0.5,0.15059710595610107
1722.0,883,452,0,7.0,2.108359483385415
1723.0,883,452,0,0.0,0.0
1724.0,883,452,0,0.0,0.0
1725.0,883,452,0,0.0,0.0
1726.0,883,452,0,0.0,0.0
1727.0,883,452,0,0.0,0.0
1728.0,883,452,0,0.0,0.0
1729.0,883,452,0,0.0,0.0
1730.0,882,452,0,6.0,1.8071652714732127
1731.0,882,452,0,0.5,0.15059710595610107
1732.0,882,452,0,0.0,0.0
1733.0,882,452,0,0.0,0.0
1734.0,882,452,0,0.0,0.0
1735.0,882,452,0,0.0,0.0
1736.0,882,452,0,0.0,0.0
1737.0,882,452,0,0.0,0.0
1738.0,882,452,0,0.0,0.0
1739.0,882,452,0,0.0,0.0
1740.0,882,452,0,0.0,0.0
1741.0,881,452,0,6.0,1.8071652714732127
1742.0,881,452,0,0.5,0.15059710595610107
1743.0,881,452,0,0.0,0.0
1744.0,881,452,0,0.0,0.0
1745.0,881,452,0,0.0,0.0
1746.0,881,452,0,0.0,0.0
1747.0,881,452,0,0.0,0.0
1748.0,881,452,0,0.0,0.0
1749.0,881,452,0,0.0,0.0
1750.0,881,452,0,0.0,0.0
1751.0,881,452,0,0.0,0.0
1752.0,881,452,0,0.0,0.0
1753.0,881,452,0,0.0,0.0
1754.0,881,452,0,0.0,0.0
1755.0,880,452,0,6.0,1.8071652714732127
1756.0,880,452,0,0.5,0.15059710595610107
1757.0,880,452,0,0.0,0.0
1758.0,880,452,0,0.0,0.0
1759.0,880,452,0,0.0,0.0
1760.0,879,452,0,6.0,1.8071652714732127
1761.0,879,452,0,0.5,0.15059710595610107
1762.0,879,452,0,0.0,0.0
1763.0,879,452,0,0.0,0.0
1764.0,879,452,0,0.0,0.0
1765.0,879,451,1,5.0,1.5059710595610107
1766.0,879,451,1,0.0,0.0
1767.0,879,451,1,0.0,0.0
1768.0,879,451,1,0.0,0.0
1769.0,879,451,1,0.0,0.0
1770.0,879,451,1,0.0,0.0
1771.0,879,451,1,0.0,0.0
1772.0,879,451,1,0.0,0.0
1773.0,879,451,1,0.0,0.0
1774.0,879,451,0,7.0,2.108359483385415
1775.0,879,451,0,0.0,0.0
1776.0,879,451,0,0.0,0.0
1777.0,879,451,0,0.0,0.0
1778.0,879,451,0,0.0,0.0
1779.0,879,451,0,0.0,0.0
1780.0,879,451,0,0.0,0.0
1781.0,879,451,0,0.0,0.0
1782.0,879,451,0,0.0,0.0
1783.0,879,451,0,0.0,0.0
1784.0,879,451,0,0.0,0.0
1785.0,878,451,0,6.0,1.8071652714732127
1786.0,878,451,0,0.5,0.15059710595610107
1787.0,878,451,0,0.0,0.0
1788.0,878,451,0,0.0,0.0
1789.0,878,451,0,0.0,0.0
1790.0,878,451,0,0.0,0.0
1791.0,878,451,0,0.0,0.0
1792.0,878,451,0,0.0,0.0
1793.0,878,451,0,0.0,0.0
1794.0,878,451,0,0.0,0.0
1795.0,878,451,0,0.0,0.0
1796.0,878,451,0,0.0,0.0
1797.0,878,451,0,0.0,0.0
1798.0,878,451,0,0.0,0.0
1799.0,878,451,0,0.0,0.0
1800.0,878,451,0,0.0,0.0
1801.0,878,451,0,0.0,0.0
1802.0,878,451,0,0.0,0.0
1803.0,878,451,0,0.0,0.0
1804.0,878,451,0,0.0,0.0
1805.0,878,451,0,0.0,0.0
1806.0,878,450,1,5.0,1.5059710595610107
1807.0,878,450,1,0.0,0.0
1808.0,878,450,0,7.0,2.108359483385415
1809.0,878,450,0,0.0,0.0
1810.0,878,450,0,0.0,0.0
1811.0,877,450,0,6.0,1.8071652714732127
1812.0,877,450,0,0.5,0.15059710595610107
1813.0,877,450,0,0.0,0.0
1814.0,877,450,0,0.0,0.0
1815.0,877,450,0,0.0,0.0
1816.0,877,450,0,0.0,0.0
1817.0,877,450,0,0.0,0.0
1818.0,877,450,0,0.0,0.0
1819.0,877,450,0,0.0,0.0
1820.0,877,450,0,0.0,0.0
1821.0,877,450,0,0.0,0.0
1822.0,877,450,0,0.0,0.0
1823.0,877,450,0,0.0,0.0
1824.0,877,450,0,0.0,0.0
1825.0,877,450,0,0.0,0.0
1826.0,877,450,0,0.0,0.0
1827.0,877,449,1,5.0,1.5059710595610107
1828.0,877,449,1,0.0,0.0
1829.0,877,449,1,0.0,0.0
1830.0,877,449,1,0.0,0.0
1831.0,877,449,0,7.0,2.108359483385415
1832.0,877,449,0,0.0,0.0
1833.0,877,449,0,0.0,0.0
1834.0,877,449,0,0.0,0.0
1835.0,877,448,1,5.0,1.5059710595610107
1836.0,877,448,1,0.0,0.0
1837.0,877,448,1,0.0,0.0
1838.0,877,448,1,0.0,0.0
1839.0,877,448,1,0.0,0.0
1840.0,877,448,1,0.0,0.0
1841.0,877,448,0,7.0,2.108359483385415
1842.0,877,448,0,0.0,0.0
1843.0,875,448,0,12.0,3.6143305429464254
1844.0,875,448,0,1.0,0.30119421191220214
1845.0,875,448,0,0.0,0.0
1846.0,874,448,0,6.0,1.8071652714732127
1847.0,874,448,0,0.5,0.15059710595610107
1848.0,874,448,0,0.0,0.0
1849.0,874,448,0,0.0,0.0
1850.0,874,448,0,0.0,0.0
1851.0,874,448,0,0.0,0.0
1852.0,874,448,0,0.0,0.0
1853.0,874,448,0,0.0,0.0
1854.0,874,448,0,0.0,0.0
1855.0,873,448,0,6.0,1.8071652714732127
1856.0,873,448,0,0.5,0.15059710595610107
1857.0,873,448,0,0.0,0.0
1858.0,873,448,0,0.0,0.0
1859.0,873,448,0,0.0,0.0
1860.0,873,448,0,0.0,0.0
1861.0,872,448,0,6.0,1.8071652714732127
1862.0,872,448,0,0.5,0.15059710595610107
1863.0,872,448,0,0.0,0.0
1864.0,872,448,0,0.0,0.0
1865.0,872,448,0,0.0,0.0
1866.0,872,448,0,0.0,0.0
1867.0,872,448,0,0.0,0.0
1868.0,872,448,0,0.0,0.0
1869.0,872,448,0,0.0,0.0
1870.0,872,448,0,0.0,0.0
1871.0,871,448,0,6.0,1.8071652714732127
1872.0,871,448,0,0.5,0.15059710595610107
1873.0,871,448,0,0.0,0.0
1874.0,871,447,1,5.0,1.5059710595610107
1875.0,871,447,0,7.0,2.108359483385415
1876.0,871,447,0,0.0,0.0
1877.0,871,447,0,0.0,0.0
1878.0,871,447,0,0.0,0.0
1879.0,871,447,0,0.0,0.0
1880.0,871,447,0,0.0,0.0
1881.0,871,447,0,0.0,0.0
1882.0,871,447,0,0.0,0.0
1883.0,871,447,0,0.0,0.0
1884.0,871,447,0,0.0,0.0
1885.0,871,446,1,5.0,1.5059710595610107
1886.0,871,446,0,7.0,2.108359483385415
1887.0,871,446,0,0.0,0.0
1888.0,871,446,0,0.0,0.0
1889.0,871,446,0,0.0,0.0
1890.0,871,446,0,0.0,0.0
1891.0,871,446,0,0.0,0.0
1892.0,871,446,0,0.0,0.0
1893.0,870,446,0,6.0,1.8071652714732127
1894.0,870,446,0,0.5,0.15059710595610107
1895.0,870,446,0,0.0,0.0
1896.0,870,445,1,5.0,1.5059710595610107
1897.0,870,445,1,0.0,0.0
1898.0,870,445,1,0.0,0.0
1899.0,870,445,1,0.0,0.0
1900.0,870,445,1,0.0,0.0
1901.0,870,445,1,0.0,0.0
1902.0,869,445,1,6.0,1.8071652714732127
1903.0,869,444,1,12.5,3.7649276489025265
1904.0,869,444,1,0.0,0.0
1905.0,869,444,1,0.0,0.0
1906.0,869,444,1,0.0,0.0
1907.0,869,444,0,7.0,2.108359483385415
1908.0,869,444,0,0.0,0.0
1909.0,868,444,0,6.0,1.8071652714732127
1910.0,868,444,0,0.5,0.15059710595610107
1911.0,868,444,0,0.0,0.0
1912.0,868,444,0,0.0,0.0
1913.0,868,444,0,0.0,0.0
1914.0,868,444,0,0.0,0.0
1915.0,868,444,0,0.0,0.0
1916.0,868,444,0,0.0,0.0
1917.0,868,444,0,0.0,0.0
1918.0,868,444,0,0.0,0.0
1919.0,868,444,0,0.0,0.0
1920.0,868,444,0,0.0,0.0
1921.0,868,444,0,0.0,0.0
1922.0,868,444,0,0.0,0.0
1923.0,868,444,0,0.0,0.0
1924.0,868,443,1,5.0,1.5059710595610107
1925.0,868,443,1,0.0,0.0
1926.0,868,443,1,0.0,0.0
1927.0,867,443,1,6.0,1.8071652714732127
1928.0,867,443,1,0.5,0.15059710595610107
1929.0,867,443,1,0.0,0.0
1930.0,866,442,2,11.0,3.3131363310342237
1931.0,866,442,2,0.5,0.15059710595610107
1932.0,866,442,2,0.0,0.0
1933.0,866,442,2,0.0,0.0
1934.0,866,442,2,0.0,0.0
1935.0,866,442,1,7.0,2.108359483385415
1936.0,866,442,1,0.0,0.0
1937.0,866,442,1,0.0,0.0
1938.0,866,442,1,0.0,0.0
1939.0,866,442,1,0.0,0.0
1940.0,866,442,1,0.0,0.0
1941.0,866,442,1,0.0,0.0
1942.0,866,442,1,0.0,0.0
1943.0,866,442,1,0.0,0.0
1944.0,866,442,1,0.0,0.0
1945.0,866,442,1,0.0,0.0
1946.0,866,442,1,0.0,0.0
1947.0,866,442,1,0.0,0.0
1948.0,866,442,1,0.0,0.0
1949.0,866,442,1,0.0,0.0
1950.0,866,442,1,0.0,0.0
1951.0,866,442,1,0.0,0.0
1952.0,866,442,1,0.0,0.0
1953.0,866,442,1,0.0,0.0
1954.0,866,442,1,0.0,0.0
1955.0,866,442,1,0.0,0.0
1956.0,866,442,1,0.0,0.0
1957.0,866,442,1,0.0,0.0
1958.0,866,442,1,0.0,0.0
1959.0,866,442,1,0.0,0.0
1960.0,866,442,0,7.0,2.108359483385415
1961.0,866,442,0,0.0,0.0
1962.0,866,442,0,0.0,0.0
1963.0,866,442,0,0.0,0.0
1964.0,866,442,0,0.0,0.0
1965.0,866,442,0,0.0,0.0
1966.0,866,442,0,0.0,0.0
1967.0,866,442,0,0.0,0.0
1968.0,866,442,0,0.0,0.0
1969.0,866,442,0,0.0,0.0
1970.0,866,442,0,0.0,0.0
1971.0,866,442,0,0.0,0.0
1972.0,866,442,0,0.0,0.0
1973.0,866,442,0,0.0,0.0
1974.0,866,442,0,0.0,0.0
1975.0,866,442,0,0.0,0.0
1976.0,866,442,0,0.0,0.0
1977.0,866,442,0,0.0,0.0
1978.0,866,442,0,0.0,0.0
1979.0,866,442,0,0.0,0.0
1980.0,866,442,0,0.0,0.0
1981.0,866,442,0,0.0,0.0
1982.0,866,442,0,0.0,0.0
1983.0,866,442,0,0.0,0.0
1984.0,866,442,0,0.0,0.0
1985.0,866,442,0,0.0,0.0
1986.0,866,442,0,0.0,0.0
1987.0,866,442,0,0.0,0.0
1988.0,866,442,0,0.0,0.0
1989.0,866,442,0,0.0,0.0
1990.0,866,442,0,0.0,0.0
1991.0,866,442,0,0.0,0.0
1992.0,866,442,0,0.0,0.0
1993.0,866,442,0,0.0,0.0
1994.0,866,442,0,0.0,0.0
1995.0,866,442,0,0.0,0.0
1996.0,866,442,0,0.0,0.0
1997.0,866,442,0,0.0,0.0
1998.0,866,442,0,0.0,0.0
1999.0,866,441,1,5.0,1.5059710595610107
2000.0,866,441,1,0.0,0.0
